labid	subid	CDI-form	CDI-agerange	CDI-agedays	vocab_nwords	standardized-score-CDI	CDI-error	Notes
infantlanglab-utk	MB1R7_2M_S2	webcdi	18	573	21	15	noerror	NA
infantlanglab-utk	MB1R7_2F_S7	webcdi	18	595	96	47	noerror	NA
infantlanglab-utk	MB1R7_2M_S9	webcdi	18	573	95	60	noerror	NA
infantlanglab-utk	MB1R7_1M_S10	webcdi	18	560	47	38	noerror	NA
infantlanglab-utk	MB1R7_3F_S12	webcdi	18	602	28	10	noerror	NA
infantlanglab-utk	MB1R8_2F_S2	webcdi	18	565	139	61	noerror	NA
infantlanglab-utk	MB1R8_1M_S3	webcdi	18	596	34	20	noerror	NA
infantlanglab-utk	MB1R8_3M_S5	webcdi	18	557	21	15	noerror	NA
infantlanglab-utk	MB1R9_4M_S2	webcdi	18	601	24	5	noerror	NA
infantlanglab-utk	MBiR8_4M_S10	webcdi	18	583	65	40	noerror	NA
infantlanglab-utk	MB1R12_1F_S1	webcdi	18	576	174	71	noerror	NA
infantlanglab-utk	MB1R12_2F_S2	webcdi	18	591	8	2	noerror	NA
infantlanglab-utk	MB1R12_1M_S3	webcdi	18	561	83	57	noerror	NA
infantlanglab-utk	MB1R12_4M_S6	webcdi	18	562	40	33	noerror	NA
infantlanglab-utk	MB1R12_3F_S8	webcdi	18	567	45	23	noerror	NA
infantlanglab-utk	MB1R12_4F_S9	webcdi	18	567	32	16	noerror	NA
infantlanglab-utk	MB1R12_1F_S10	webcdi	18	552	29	14	noerror	NA
infantlanglab-utk	MB1R13_1M_S1	webcdi	18	583	18	8	noerror	NA
infantlanglab-utk	MB1R13_1F_S3	webcdi	18	563	48	25	noerror	NA
infantlanglab-utk	MB1R13_3M_S4	webcdi	18	554	159	76	noerror	NA
infantlanglab-utk	MB1R13_2F_S5	webcdi	18	562	95	47	noerror	NA
infantlanglab-utk	MB1R13_3F_S6	webcdi	18	577	19	8	noerror	NA
infantlanglab-utk	MB1R13_3M_S12	webcdi	18	565	6	3	noerror	NA
infantlanglab-utk	MB1R14_1M_S2	webcdi	18	575	259	87	noerror	NA
infantlanglab-utk	MB1R14_2M_S3	webcdi	18	585	24	9	noerror	NA
infantlanglab-utk	MB1R14_4F_S4	webcdi	18	592	50	15	noerror	NA
infantlanglab-utk	MB1R14_3F_S5	webcdi	18	574	53	22	noerror	NA
infantlanglab-utk	MB1R14_4F_S8	webcdi	18	563	53	22	noerror	NA
infantlanglab-utk	MB1R14_3F_S11	webcdi	18	597	307	79	noerror	NA
infantlanglab-utk	MB1R14_4M_S12	webcdi	18	576	106	57	noerror	NA
infantlanglab-utk	MB1R14_4F_S15	webcdi	18	552	102	40	noerror	NA
infantlanglab-utk	MB1R14_4M_S17	webcdi	18	562	209	86	noerror	NA
infantlanglab-utk	MB1R6_1M_S1	webcdi	24	731	367	70	noerror	NA
infantlanglab-utk	MB1R6_2F_S4	webcdi	24	734	181	30	noerror	NA
infantlanglab-utk	MB1R6_3F_S5	webcdi	24	726	82	11	noerror	NA
infantlanglab-utk	MB1R6_4F_S6	webcdi	24	729	243	48	noerror	NA
infantlanglab-utk	MB1R6_4M_S7	webcdi	24	726	533	90	noerror	NA
infantlanglab-utk	MB1R6_1M_S10	webcdi	24	719	113	18	noerror	NA
infantlanglab-utk	MB1R6_1F_S11	webcdi	24	714	148	24	noerror	NA
infantlanglab-utk	MB1R7_1M_S1	webcdi	24	677	253	65	noerror	NA
infantlanglab-utk	MB1R7_2M_S2	webcdi	24	678	76	22	noerror	NA
infantlanglab-utk	MB1R7_4M_S4	webcdi	24	680	393	86	noerror	NA
infantlanglab-utk	MB1R7_1F_S5	webcdi	24	697	83	16	noerror	NA
infantlanglab-utk	MB1R7_2F_S7	webcdi	24	682	163	33	noerror	NA
infantlanglab-utk	MB1R7_2M_S9	webcdi	24	699	237	62	noerror	NA
infantlanglab-utk	MB1R7_1M_S10	webcdi	24	686	109	33	noerror	NA
infantlanglab-utk	MB1R7_3F_S12	webcdi	24	684	23	3	noerror	NA
infantlanglab-utk	MB1R8_1F_S1	webcdi	24	692	287	57	noerror	NA
infantlanglab-utk	MB1R8_2F_S2	webcdi	24	710	411	72	noerror	NA
infantlanglab-utk	MB1R8_1M_S3	webcdi	24	699	75	22	noerror	NA
infantlanglab-utk	MB1R8_2M_S4	webcdi	24	698	90	27	noerror	NA
infantlanglab-utk	MB1R8_3M_S5	webcdi	24	686	105	32	noerror	NA
infantlanglab-utk	MB1R9_4M_S2	webcdi	24	684	24	5	noerror	NA
infantlanglab-utk	MB1R9_1F_S1	webcdi	24	684	270	54	noerror	NA
infantlanglab-utk	MBiR8_4M_S10	webcdi	24	700	137	41	noerror	NA
infantlanglab-utk	MB1R12_1F_S1	webcdi	24	751	444	69	noerror	NA
infantlanglab-utk	MB1R12_2F_S2	webcdi	24	738	19	2	noerror	NA
infantlanglab-utk	MB1R12_1M_S3	webcdi	24	722	334	72	noerror	NA
infantlanglab-utk	MB1R12_3M_S5	webcdi	24	743	133	25	noerror	NA
infantlanglab-utk	MB1R12_4M_S6	webcdi	24	738	80	13	noerror	NA
infantlanglab-utk	MB1R12_4M_S7	webcdi	24	728	59	12	noerror	NA
infantlanglab-utk	MB1R12_3F_S8	webcdi	24	727	103	16	noerror	NA
infantlanglab-utk	MB1R12_4F_S9	webcdi	24	727	90	13	noerror	NA
infantlanglab-utk	MB1R12_1F_S10	webcdi	24	711	134	21	noerror	NA
infantlanglab-utk	MB1R13_1F_S3	webcdi	24	736	549	88	noerror	NA
infantlanglab-utk	MB1R13_2F_S5	webcdi	24	737	377	56	noerror	NA
infantlanglab-utk	MB1R13_3F_S6	webcdi	24	785	99	8	noerror	NA
infantlanglab-utk	MBiR13_3F_S8	webcdi	24	747	226	30	noerror	NA
infantlanglab-utk	MB1R13_4M_S9	webcdi	24	754	23	3	noerror	NA
infantlanglab-utk	MBiR13_4F_S10	webcdi	24	751	161	21	noerror	NA
infantlanglab-utk	MB1R13_2M_S11	webcdi	24	735	379	64	noerror	NA
infantlanglab-utk	MB1R13_3M_S12	webcdi	24	736	20	3	noerror	NA
infantlanglab-utk	MB1R14_4F_S4	webcdi	24	759	283	39	noerror	NA
infantlanglab-utk	MB1R14_3F_S5	webcdi	24	746	157	20	noerror	NA
infantlanglab-utk	MB1R14_2F_S7	webcdi	24	739	496	80	noerror	NA
infantlanglab-utk	MB1R14_4F_S8	webcdi	24	735	199	27	noerror	NA
infantlanglab-utk	MB1R14_4M_S12	webcdi	24	752	342	66	noerror	NA
infantlanglab-utk	MB1R14_2M_S14	webcdi	24	760	233	46	noerror	NA
infantlanglab-utk	MB1R14_4F_S15	webcdi	24	739	298	42	noerror	NA
